Tipster,Bet Type,Odds,Result,Bankroll,2%,5%,7%,10%,15%,Multi%
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,6.0,1,1000,120.0,300.0,420.0,600.0,900.0,300.0
Tipster C,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.63,1,1000,52.599999999999994,131.5,184.1,263.0,394.5,131.5
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,8.5,1,1000,170.0,425.0,595.0,850.0,1275.0,425.0
Tipster C,Each Way,81.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,1,1000,200.0,500.0,700.0,1000.0,1500.0,200.0
Tipster C,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,29.0,1,1000,580.0,1450.0,2030.0,2900.0,4350.0,580.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,1,1000,680.0,1700.0,2380.0,3400.0,5100.0,680.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,28.0,1,1000,560.0,1400.0,1960.0,2800.0,4200.0,560.0
Tipster C,Each Way,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.88,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,9.0,1,1000,180.0,450.0,630.0,900.0,1350.0,450.0
Tipster C,Each Way,23.0,1,1000,460.0,1150.0,1610.0,2300.0,3450.0,460.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,22.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,6.0,1,1000,120.0,300.0,420.0,600.0,900.0,300.0
Tipster C,Each Way,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,101.0,1,1000,2020.0,5050.0,7070.0,10100.0,15150.0,2020.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Win,3.25,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster C,Win,2.88,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.88,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,2.88,1,1000,57.599999999999994,144.0,201.6,288.0,432.0,144.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,34.0,1,1000,680.0,1700.0,2380.0,3400.0,5100.0,680.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,7.5,1,1000,150.0,375.0,525.0,750.0,1125.0,375.0
Tipster C,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.63,1,1000,52.599999999999994,131.5,184.1,263.0,394.5,131.5
Tipster C,Win,3.25,1,1000,65.0,162.5,227.5,325.0,487.5,162.5
Tipster C,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,2.88,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,2.38,1,1000,47.599999999999994,119.0,166.6,238.0,357.0,119.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,16.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,3.25,1,1000,65.0,162.5,227.5,325.0,487.5,162.5
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.1,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,22.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Win,3.25,1,1000,65.0,162.5,227.5,325.0,487.5,162.5
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Win,2.5,1,1000,50.0,125.0,175.0,250.0,375.0,125.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster C,Each Way,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,1,1000,520.0,1300.0,1820.0,2600.0,3900.0,520.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.1,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.4,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,2.63,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,2.75,1,1000,55.0,137.5,192.5,275.0,412.5,137.5
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,33.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster C,Each Way,10.0,1,1000,200.0,500.0,700.0,1000.0,1500.0,200.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Win,3.25,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,6.5,1,1000,130.0,325.0,455.0,650.0,975.0,325.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,3.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,3.6,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,101.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,9.5,1,1000,190.0,475.0,665.0,950.0,1425.0,475.0
Tipster C,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster C,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Win,5.0,1,1000,100.0,250.0,350.0,500.0,750.0,250.0
Tipster C,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,14.0,1,1000,280.0,700.0,980.0,1400.0,2100.0,280.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Win,3.75,1,1000,75.0,187.5,262.5,375.0,562.5,187.5
Tipster C,Each Way,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster C,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Win,2.2,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster C,Each Way,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster C,Each Way,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster C,Each Way,16.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster C,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
